trp_town_22_3_armorer|Armorer{***}
trp_town_22_4_armorer|Armorer{***}
trp_town_23_1_armorer|Armorer{***}
trp_town_23_2_armorer|Armorer{***}
trp_town_23_3_armorer|Armorer{***}
trp_town_23_4_armorer|Armorer{***}
trp_town_23_5_armorer|Armorer{***}
trp_town_24_1_armorer|Armorer{***}
trp_town_24_2_armorer|Armorer{***}
trp_town_25_1_armorer|Armorer{***}
trp_town_25_2_armorer|Armorer{***}
trp_town_25_3_armorer|Armorer{***}
trp_town_26_1_armorer|Armorer{***}
trp_town_26_2_armorer|Armorer{***}
trp_town_30_2_armorer|Armorer{***}
trp_town_27_1_armorer|Armorer{***}
trp_town_27_2_armorer|Armorer{***}
trp_town_27_3_armorer|Armorer{***}
trp_town_28_1_armorer|Armorer{***}
trp_town_28_2_armorer|Armorer{***}
trp_town_29_1_armorer|Armorer{***}
trp_town_29_2_armorer|Armorer{***}
trp_town_30_1_armorer|Armorer{***}
trp_town_31_1_armorer|Armorer{***}
trp_town_31_2_armorer|Armorer{***}
trp_town_31_3_armorer|Armorer{***}
trp_town_1_weaponsmith|武 器 商 人 
trp_town_2_weaponsmith|武 器 商 人 
trp_town_3_weaponsmith|武 器 商 人 
trp_town_4_weaponsmith|武 器 商 人 
trp_town_5_weaponsmith|武 器 商 人 
trp_town_6_weaponsmith|武 器 商 人 
trp_town_7_weaponsmith|武 器 商 人 
trp_town_8_weaponsmith|武 器 商 人 
trp_town_9_weaponsmith|武 器 商 人 
trp_town_10_weaponsmith|武 器 商 人 
trp_town_11_weaponsmith|武 器 商 人 
trp_town_12_weaponsmith|武 器 商 人 
trp_town_13_weaponsmith|武 器 商 人 
trp_town_14_weaponsmith|武 器 商 人 
trp_town_15_weaponsmith|武 器 商 人 
trp_town_16_weaponsmith|武 器 商 人 
trp_town_4_1_weaponsmith|Weaponsmith{***}
trp_town_4_2_weaponsmith|Weaponsmith{***}
trp_town_4_3_weaponsmith|Weaponsmith{***}
trp_town_4_4_weaponsmith|Weaponsmith{***}
trp_town_11_1_weaponsmith|Weaponsmith{***}
trp_town_11_2_weaponsmith|Weaponsmith{***}
trp_town_11_3_weaponsmith|Weaponsmith{***}
trp_town_14_1_weaponsmith|Weaponsmith{***}
trp_town_14_2_weaponsmith|Weaponsmith{***}
trp_town_14_2_weaponsmith|Weaponsmith{***}
trp_town_21_weaponsmith|武 器 商 人 
trp_town_22_weaponsmith|武 器 商 人 
trp_town_23_weaponsmith|Weaponsmith{***}
trp_town_24_weaponsmith|Weaponsmith{***}
trp_town_6_1_weaponsmith|Weaponsmith{***}
trp_town_6_2_weaponsmith|Weaponsmith{***}
trp_town_6_3_weaponsmith|Weaponsmith{***}
trp_town_6_4_weaponsmith|Weaponsmith{***}
trp_town_6_5_weaponsmith|Weaponsmith{***}
trp_town_6_6_weaponsmith|Weaponsmith{***}
trp_town_6_7_weaponsmith|Weaponsmith{***}
trp_town_29_weaponsmith|Weaponsmith{***}
trp_town_30_weaponsmith|Weaponsmith{***}
trp_town_9_2_weaponsmith|Weaponsmith{***}
trp_town_9_3_weaponsmith|Weaponsmith{***}
trp_town_9_4_weaponsmith|Weaponsmith{***}
trp_town_9_5_weaponsmith|Weaponsmith{***}
trp_town_10_1_weaponsmith|Weaponsmith{***}
trp_town_10_2_weaponsmith|Weaponsmith{***}
trp_town_10_3_weaponsmith|Weaponsmith{***}
trp_town_10_4_weaponsmith|Weaponsmith{***}
trp_town_10_5_weaponsmith|Weaponsmith{***}
trp_town_10_6_weaponsmith|Weaponsmith{***}
trp_town_40_weaponsmith|Weaponsmith{***}
trp_town_41_weaponsmith|Weaponsmith{***}
trp_town_42_weaponsmith|Weaponsmith{***}
trp_town_43_weaponsmith|Weaponsmith{***}
trp_town_44_weaponsmith|Weaponsmith{***}
trp_town_45_weaponsmith|Weaponsmith{***}
trp_town_15_1_weaponsmith|Weaponsmith{***}
trp_town_15_2_weaponsmith|Weaponsmith{***}
trp_town_15_3_weaponsmith|Weaponsmith{***}
trp_town_16_1_weaponsmith|Weaponsmith{***}
trp_town_16_2_weaponsmith|Weaponsmith{***}
trp_town_17_1_weaponsmith|Weaponsmith{***}
trp_town_17_2_weaponsmith|Weaponsmith{***}
trp_town_18_1_weaponsmith|Weaponsmith{***}
trp_town_18_2_weaponsmith|Weaponsmith{***}
trp_town_20_1_weaponsmith|Weaponsmith{***}
trp_town_20_2_weaponsmith|Weaponsmith{***}
trp_town_21_1_weaponsmith|Weaponsmith{***}
trp_town_22_1_weaponsmith|Weaponsmith{***}
trp_town_22_2_weaponsmith|Weaponsmith{***}
trp_town_22_3_weaponsmith|Weaponsmith{***}
trp_town_22_4_weaponsmith|Weaponsmith{***}
trp_town_23_1_weaponsmith|Weaponsmith{***}
trp_town_23_2_weaponsmith|Weaponsmith{***}
trp_town_23_3_weaponsmith|Weaponsmith{***}
trp_town_23_4_weaponsmith|Weaponsmith{***}
trp_town_23_5_weaponsmith|Weaponsmith{***}
trp_town_24_1_weaponsmith|Weaponsmith{***}
trp_town_24_2_weaponsmith|Weaponsmith{***}
trp_town_25_1_weaponsmith|Weaponsmith{***}
trp_town_25_2_weaponsmith|Weaponsmith{***}
trp_town_25_3_weaponsmith|Weaponsmith{***}
trp_town_26_1_weaponsmith|Weaponsmith{***}
trp_town_26_2_weaponsmith|Weaponsmith{***}
trp_town_30_2_weaponsmith|Weaponsmith{***}
trp_town_27_1_weaponsmith|Weaponsmith{***}
trp_town_27_2_weaponsmith|Weaponsmith{***}
trp_town_27_3_weaponsmith|Weaponsmith{***}
trp_town_28_1_weaponsmith|Weaponsmith{***}
trp_town_28_2_weaponsmith|Weaponsmith{***}
trp_town_29_1_weaponsmith|Weaponsmith{***}
trp_town_29_1_weaponsmith|Weaponsmith{***}
trp_town_30_1_weaponsmith|Weaponsmith{***}
trp_town_31_1_weaponsmith|Weaponsmith{***}
trp_town_31_2_weaponsmith|Weaponsmith{***}
trp_town_31_3_weaponsmith|Weaponsmith{***}
trp_town_1_tavernkeeper|酒 馆 老 板 
trp_town_2_tavernkeeper|酒 馆 老 板 
trp_town_3_tavernkeeper|酒 馆 老 板 
trp_town_4_tavernkeeper|酒 馆 老 板 
trp_town_5_tavernkeeper|酒 馆 老 板 
trp_town_6_tavernkeeper|酒 馆 老 板 
trp_town_7_tavernkeeper|酒 馆 老 板 
trp_town_8_tavernkeeper|酒 馆 老 板 
trp_town_9_tavernkeeper|酒 馆 老 板 
trp_town_10_tavernkeeper|酒 馆 老 板 
trp_town_11_tavernkeeper|酒 馆 老 板 
trp_town_12_tavernkeeper|酒 馆 老 板 
trp_town_13_tavernkeeper|酒 馆 老 板 
trp_town_14_tavernkeeper|酒 馆 老 板 
trp_town_15_tavernkeeper|酒 馆 老 板 
trp_town_16_tavernkeeper|酒 馆 老 板 
trp_town_4_1_tavernkeeper|Tavern Keeper{***}
trp_town_4_2_tavernkeeper|Tavern Keeper{***}
trp_town_4_3_tavernkeeper|Tavern Keeper{***}
trp_town_4_4_tavernkeeper|Tavern Keeper{***}
trp_town_11_1_tavernkeeper|Tavern Keeper{***}
trp_town_11_2_tavernkeeper|Tavern Keeper{***}
trp_town_11_3_tavernkeeper|Tavern Keeper{***}
trp_town_14_1_tavernkeeper|Tavern Keeper{***}
trp_town_14_2_tavernkeeper|Tavern Keeper{***}
trp_town_14_3_tavernkeeper|Tavern Keeper{***}
trp_town_21_tavernkeeper|酒 馆 老 板 
trp_town_22_tavernkeeper|酒 馆 老 板 
trp_town_23_tavernkeeper|Tavern Keeper{***}
trp_town_24_tavernkeeper|Tavern Keeper{***}
trp_town_6_1_tavernkeeper|Tavern Keeper{***}
trp_town_6_2_tavernkeeper|Tavern Keeper{***}
trp_town_6_3_tavernkeeper|Tavern Keeper{***}
trp_town_6_4_tavernkeeper|Tavern Keeper{***}
trp_town_6_5_tavernkeeper|Tavern Keeper{***}
trp_town_6_6_tavernkeeper|Tavern Keeper{***}
trp_town_6_7_tavernkeeper|Tavern Keeper{***}
trp_town_29_tavernkeeper|Tavern Keeper{***}
trp_town_9_1_tavernkeeper|Tavern Keeper{***}
trp_town_9_2_tavernkeeper|Tavern Keeper{***}
trp_town_9_3_tavernkeeper|Tavern Keeper{***}
trp_town_9_4_tavernkeeper|Tavern Keeper{***}
trp_town_9_5_tavernkeeper|Tavern Keeper{***}
trp_town_10_1_tavernkeeper|Tavern Keeper{***}
trp_town_10_2_tavernkeeper|Tavern Keeper{***}
trp_town_10_3_tavernkeeper|Tavern Keeper{***}
trp_town_10_4_tavernkeeper|Tavern Keeper{***}
trp_town_10_5_tavernkeeper|Tavern Keeper{***}
trp_town_10_6_tavernkeeper|Tavern Keeper{***}
trp_town_40_tavernkeeper|Tavern Keeper{***}
trp_town_41_tavernkeeper|Tavern Keeper{***}
trp_town_42_tavernkeeper|Tavern Keeper{***}
trp_town_43_tavernkeeper|Tavern Keeper{***}
trp_town_44_tavernkeeper|Tavern Keeper{***}
trp_town_45_tavernkeeper|Tavern Keeper{***}
trp_town_15_1_tavernkeeper|Tavern Keeper{***}
trp_town_15_2_tavernkeeper|Tavern Keeper{***}
trp_town_15_3_tavernkeeper|Tavern Keeper{***}
trp_town_16_1_tavernkeeper|Tavern Keeper{***}
trp_town_16_2_tavernkeeper|Tavern Keeper{***}
trp_town_17_1_tavernkeeper|Tavern Keeper{***}
trp_town_17_2_tavernkeeper|Tavern Keeper{***}
trp_town_18_1_tavernkeeper|Tavern Keeper{***}
trp_town_18_2_tavernkeeper|Tavern Keeper{***}
trp_town_20_1_tavernkeeper|Tavern Keeper{***}
trp_town_20_2_tavernkeeper|Tavern Keeper{***}
trp_town_21_1_tavernkeeper|Tavern Keeper{***}
trp_town_22_1_tavernkeeper|Tavern Keeper{***}
trp_town_22_2_tavernkeeper|Tavern Keeper{***}
trp_town_22_3_tavernkeeper|Tavern Keeper{***}
trp_town_22_4_tavernkeeper|Tavern Keeper{***}
trp_town_23_1_tavernkeeper|Tavern Keeper{***}
trp_town_23_2_tavernkeeper|Tavern Keeper{***}
trp_town_23_3_tavernkeeper|Tavern Keeper{***}
trp_town_23_4_tavernkeeper|Tavern Keeper{***}
trp_town_23_5_tavernkeeper|Tavern Keeper{***}
trp_town_24_1_tavernkeeper|Tavern Keeper{***}
trp_town_24_2_tavernkeeper|Tavern Keeper{***}
trp_town_25_1_tavernkeeper|Tavern Keeper{***}
trp_town_25_2_tavernkeeper|Tavern Keeper{***}
trp_town_25_3_tavernkeeper|Tavern Keeper{***}
trp_town_26_1_tavernkeeper|Tavern Keeper{***}
trp_town_26_2_tavernkeeper|Tavern Keeper{***}
trp_town_30_2_tavernkeeper|Tavern Keeper{***}
trp_town_27_1_tavernkeeper|Tavern Keeper{***}
trp_town_27_2_tavernkeeper|Tavern Keeper{***}
trp_town_27_3_tavernkeeper|Tavern Keeper{***}
trp_town_28_1_tavernkeeper|Tavern Keeper{***}
trp_town_28_2_tavernkeeper|Tavern Keeper{***}
trp_town_29_1_tavernkeeper|Tavern Keeper{***}
trp_town_29_2_tavernkeeper|Tavern Keeper{***}
trp_town_30_1_tavernkeeper|Tavern Keeper{***}
trp_town_31_1_tavernkeeper|Tavern Keeper{***}
trp_town_31_2_tavernkeeper|Tavern Keeper{***}
trp_town_31_3_tavernkeeper|Tavern Keeper{***}
trp_town_1_merchant|杂 货 商 人 
trp_town_2_merchant|杂 货 商 人 
trp_town_3_merchant|杂 货 商 人 
trp_town_4_merchant|杂 货 商 人 
trp_town_5_merchant|杂 货 商 人 
trp_town_6_merchant|杂 货 商 人 
trp_town_7_merchant|杂 货 商 人 
trp_town_8_merchant|杂 货 商 人 
trp_town_9_merchant|杂 货 商 人 
trp_town_10_merchant|杂 货 商 人 
trp_town_11_merchant|杂 货 商 人 
trp_town_12_merchant|杂 货 商 人 
trp_town_13_merchant|杂 货 商 人 
trp_town_14_merchant|杂 货 商 人 
trp_town_15_merchant|杂 货 商 人 
trp_town_16_merchant|杂 货 商 人 
trp_town_4_1_merchant|Merchant{***}
trp_town_4_2_merchant|Merchant{***}
trp_town_4_3_merchant|Merchant{***}
trp_town_4_4_merchant|Merchant{***}
trp_town_11_1_merchant|Merchant{***}
trp_town_11_2_merchant|Merchant{***}
trp_town_11_3_merchant|Merchant{***}
trp_town_14_1_merchant|Merchant{***}
trp_town_14_2_merchant|Merchant{***}
trp_town_14_3_merchant|Merchant{***}
trp_town_21_merchant|杂 货 商 人 
trp_town_22_merchant|杂 货 商 人 
trp_town_23_merchant|Merchant{***}
trp_town_24_merchant|Merchant{***}
trp_town_6_1_merchant|Merchant{***}
trp_town_6_2_merchant|Merchant{***}
trp_town_6_3_merchant|Merchant{***}
trp_town_6_4_merchant|Merchant{***}
trp_town_6_5_merchant|Merchant{***}
trp_town_6_6_merchant|Merchant{***}
trp_town_6_7_merchant|Merchant{***}
trp_town_29_merchant|Merchant{***}
trp_town_30_merchant|Merchant{***}
trp_town_9_2_merchant|Merchant{***}
trp_town_9_3_merchant|Merchant{***}
trp_town_9_4_merchant|Merchant{***}
trp_town_9_5_merchant|Merchant{***}
trp_town_10_1_merchant|Merchant{***}
trp_town_10_2_merchant|Merchant{***}
trp_town_10_3_merchant|Merchant{***}
trp_town_10_4_merchant|Merchant{***}
trp_town_10_5_merchant|Merchant{***}
trp_town_10_6_merchant|Merchant{***}
trp_town_40_merchant|Merchant{***}
trp_town_41_merchant|Merchant{***}
trp_town_42_merchant|Merchant{***}
trp_town_43_merchant|Merchant{***}
trp_town_44_merchant|Merchant{***}
trp_town_45_merchant|Merchant{***}
trp_town_15_1_merchant|Merchant{***}
trp_town_15_2_merchant|Merchant{***}
trp_town_15_3_merchant|Merchant{***}
trp_town_16_1_merchant|Merchant{***}
trp_town_16_2_merchant|Merchant{***}
trp_town_17_1_merchant|Merchant{***}
trp_town_17_2_merchant|Merchant{***}
trp_town_18_1_merchant|Merchant{***}
trp_town_18_2_merchant|Merchant{***}
trp_town_20_1_merchant|Merchant{***}
trp_town_20_2_merchant|Merchant{***}
trp_town_21_1_merchant|Merchant{***}
trp_town_22_1_merchant|Merchant{***}
trp_town_22_2_merchant|Merchant{***}
trp_town_22_3_merchant|Merchant{***}
trp_town_22_4_merchant|Merchant{***}
trp_town_23_1_merchant|Merchant{***}
trp_town_23_2_merchant|Merchant{***}
trp_town_23_3_merchant|Merchant{***}
trp_town_23_4_merchant|Merchant{***}
trp_town_23_5_merchant|Merchant{***}
trp_town_24_1_merchant|Merchant{***}
trp_town_24_2_merchant|Merchant{***}
trp_town_25_1_merchant|Merchant{***}
trp_town_25_2_merchant|Merchant{***}
trp_town_25_3_merchant|Merchant{***}
trp_town_26_1_merchant|Merchant{***}
trp_town_26_2_merchant|Merchant{***}
trp_town_30_2_merchant|Merchant{***}
trp_town_27_1_merchant|Merchant{***}
trp_town_27_2_merchant|Merchant{***}
trp_town_27_3_merchant|Merchant{***}
trp_town_28_1_merchant|Merchant{***}
trp_town_28_2_merchant|Merchant{***}
trp_town_29_1_merchant|Merchant{***}
trp_town_29_2_merchant|Merchant{***}
trp_town_30_1_merchant|Merchant{***}
trp_town_31_1_merchant|Merchant{***}
trp_town_31_2_merchant|Merchant{***}
trp_town_31_3_merchant|Merchant{***}
trp_salt_mine_merchant|巴 瑞 赞 
trp_salt_mine_merchant_pl|巴 瑞 赞 
trp_town_1_horse_merchant|马 匹 贩 子 
trp_town_2_horse_merchant|马 匹 贩 子 
trp_town_3_horse_merchant|马 匹 贩 子 
trp_town_4_horse_merchant|马 匹 贩 子 
trp_town_5_horse_merchant|马 匹 贩 子 
trp_town_6_horse_merchant|马 匹 贩 子 
trp_town_7_horse_merchant|马 匹 贩 子 
trp_town_8_horse_merchant|马 匹 贩 子 
trp_town_9_horse_merchant|马 匹 贩 子 
trp_town_10_horse_merchant|马 匹 贩 子 
trp_town_11_horse_merchant|马 匹 贩 子 
trp_town_12_horse_merchant|马 匹 贩 子 
trp_town_13_horse_merchant|马 匹 贩 子 
trp_town_14_horse_merchant|马 匹 贩 子 
trp_town_15_horse_merchant|马 匹 贩 子 
trp_town_16_horse_merchant|马 匹 贩 子 
trp_town_4_1_horse_merchant|Horse Merchant{***}
trp_town_4_2_horse_merchant|Horse Merchant{***}
trp_town_4_3_horse_merchant|Horse Merchant{***}
trp_town_4_4_horse_merchant|Horse Merchant{***}
trp_town_11_1_horse_merchant|Horse Merchant{***}
trp_town_11_2_horse_merchant|Horse Merchant{***}
trp_town_11_3_horse_merchant|Horse Merchant{***}
trp_town_14_1_horse_merchant|Horse Merchant{***}
trp_town_14_2_horse_merchant|Horse Merchant{***}
trp_town_14_3_horse_merchant|Horse Merchant{***}
trp_town_21_horse_merchant|马 匹 贩 子 
trp_town_22_horse_merchant|马 匹 贩 子 
trp_town_23_horse_merchant|Horse Merchant{***}
trp_town_24_horse_merchant|Horse Merchant{***}
trp_town_6_1_horse_merchant|Horse Merchant{***}
trp_town_6_2_horse_merchant|Horse Merchant{***}
trp_town_6_3_horse_merchant|Horse Merchant{***}
trp_town_6_4_horse_merchant|Horse Merchant{***}
trp_town_6_5_horse_merchant|Horse Merchant{***}
trp_town_6_6_horse_merchant|Horse Merchant{***}
trp_town_6_7_horse_merchant|Horse Merchant{***}
trp_town_29_horse_merchant|Horse Merchant{***}
trp_town_30_horse_merchant|Horse Merchant{***}
trp_town_9_2_horse_merchant|Horse Merchant{***}
trp_town_9_3_horse_merchant|Horse Merchant{***}
trp_town_9_4_horse_merchant|Horse Merchant{***}
trp_town_9_5_horse_merchant|Horse Merchant{***}
trp_town_10_1_horse_merchant|Horse Merchant{***}
trp_town_10_2_horse_merchant|Horse Merchant{***}
trp_town_10_3_horse_merchant|Horse Merchant{***}
trp_town_10_4_horse_merchant|Horse Merchant{***}
trp_town_10_5_horse_merchant|Horse Merchant{***}
trp_town_10_6_horse_merchant|Horse Merchant{***}
trp_town_40_horse_merchant|Horse Merchant{***}
trp_town_41_horse_merchant|Horse Merchant{***}
trp_town_42_horse_merchant|Horse Merchant{***}
trp_town_43_horse_merchant|Horse Merchant{***}
trp_town_44_horse_merchant|Horse Merchant{***}
trp_town_45_horse_merchant|Horse Merchant{***}
trp_town_15_1_horse_merchant|Horse Merchant{***}
trp_town_15_2_horse_merchant|Horse Merchant{***}
trp_town_15_3_horse_merchant|Horse Merchant{***}
trp_town_16_1_horse_merchant|Horse Merchant{***}
trp_town_16_2_horse_merchant|Horse Merchant{***}
trp_town_17_1_horse_merchant|Horse Merchant{***}
trp_town_17_2_horse_merchant|Horse Merchant{***}
trp_town_18_1_horse_merchant|Horse Merchant{***}
trp_town_18_2_horse_merchant|Horse Merchant{***}
trp_town_20_1_horse_merchant|Horse Merchant{***}
trp_town_20_2_horse_merchant|Horse Merchant{***}
trp_town_21_1_horse_merchant|Horse Merchant{***}
trp_town_22_1_horse_merchant|Horse Merchant{***}
trp_town_22_2_horse_merchant|Horse Merchant{***}
trp_town_22_3_horse_merchant|Horse Merchant{***}
trp_town_22_4_horse_merchant|Horse Merchant{***}
trp_town_23_1_horse_merchant|Horse Merchant{***}
trp_town_23_2_horse_merchant|Horse Merchant{***}
trp_town_23_3_horse_merchant|Horse Merchant{***}
trp_town_23_4_horse_merchant|Horse Merchant{***}
trp_town_23_5_horse_merchant|Horse Merchant{***}
trp_town_24_1_horse_merchant|Horse Merchant{***}
trp_town_24_2_horse_merchant|Horse Merchant{***}
trp_town_25_1_horse_merchant|Horse Merchant{***}
trp_town_25_2_horse_merchant|Horse Merchant{***}
trp_town_25_3_horse_merchant|Horse Merchant{***}
trp_town_26_1_horse_merchant|Horse Merchant{***}
trp_town_30_2_horse_merchant|Horse Merchant{***}
trp_town_30_2_horse_merchant|Horse Merchant{***}
trp_town_27_1_horse_merchant|Horse Merchant{***}
trp_town_27_2_horse_merchant|Horse Merchant{***}
trp_town_27_3_horse_merchant|Horse Merchant{***}
trp_town_28_1_horse_merchant|Horse Merchant{***}
trp_town_28_2_horse_merchant|Horse Merchant{***}
trp_town_29_1_horse_merchant|Horse Merchant{***}
trp_town_29_2_horse_merchant|Horse Merchant{***}
trp_town_30_1_horse_merchant|Horse Merchant{***}
trp_town_31_1_horse_merchant|Horse Merchant{***}
trp_town_31_2_horse_merchant|Horse Merchant{***}
trp_town_31_3_horse_merchant|Horse Merchant{***}
trp_town_1_mayor|镇 长 
trp_town_2_mayor|镇 长 
trp_town_3_mayor|镇 长 
trp_town_4_mayor|镇 长 
trp_town_5_mayor|镇 长 
trp_town_6_mayor|镇 长 
trp_town_7_mayor|镇 长 
trp_town_8_mayor|镇 长 
trp_town_9_mayor|镇 长 
trp_town_10_mayor|镇 长 
trp_town_11_mayor|镇 长 
trp_town_12_mayor|镇 长 
trp_town_13_mayor|镇 长 
trp_town_14_mayor|镇 长 
trp_town_15_mayor|镇 长 
trp_town_16_mayor|镇 长 
trp_town_4_1_mayor|Guild Master{***}
trp_town_4_2_mayor|Guild Master{***}
trp_town_4_3_mayor|Guild Master{***}
trp_town_4_4_mayor|Guild Master{***}
trp_town_11_1_mayor|Guild Master{***}
trp_town_11_2_mayor|Guild Master{***}
trp_town_11_3_mayor|Guild Master{***}
trp_town_14_1_mayor|Guild Master{***}
trp_town_14_2_mayor|Guild Master{***}
trp_town_14_3_mayor|Guild Master{***}
trp_town_21_mayor|镇 长 
trp_town_22_mayor|镇 长 
trp_town_23_mayor|Guild Master{***}
trp_town_24_mayor|Guild Master{***}
trp_town_6_1_mayor|Guild Master{***}
trp_town_6_2_mayor|Guild Master{***}
trp_town_6_3_mayor|Guild Master{***}
trp_town_6_4_mayor|Guild Master{***}
trp_town_6_5_mayor|Guild Master{***}
trp_town_6_6_mayor|Guild Master{***}
trp_town_6_7_mayor|Guild Master{***}
trp_town_29_mayor|Guild Master{***}
trp_town_9_1_mayor|Guild Master{***}
trp_town_9_2_mayor|Guild Master{***}
trp_town_9_3_mayor|Guild Master{***}
trp_town_9_4_mayor|Guild Master{***}
trp_town_9_5_mayor|Guild Master{***}
trp_town_10_1_mayor|Guild Master{***}
trp_town_10_2_mayor|Guild Master{***}
trp_town_10_3_mayor|Guild Master{***}
trp_town_10_4_mayor|Guild Master{***}
trp_town_10_5_mayor|Guild Master{***}
trp_town_10_6_mayor|Guild Master{***}
trp_town_40_mayor|Guild Master{***}
trp_town_41_mayor|Guild Master{***}
trp_town_42_mayor|Guild Master{***}
trp_town_43_mayor|Guild Master{***}
trp_town_44_mayor|Guild Master{***}
trp_town_45_mayor|Guild Master{***}
trp_town_15_1_mayor|Guild Master{***}
trp_town_15_2_mayor|Guild Master{***}
trp_town_15_3_mayor|Guild Master{***}
trp_town_16_1_mayor|Guild Master{***}
trp_town_16_2_mayor|Guild Master{***}
trp_town_17_1_mayor|Guild Master{***}
trp_town_17_2_mayor|Guild Master{***}
trp_town_18_1_mayor|Guild Master{***}
trp_town_18_2_mayor|Guild Master{***}
trp_town_20_1_mayor|Guild Master{***}
trp_town_20_2_mayor|Guild Master{***}
trp_town_21_1_mayor|Guild Master{***}
trp_town_22_1_mayor|Guild Master{***}
trp_town_22_2_mayor|Guild Master{***}
trp_town_22_3_mayor|Guild Master{***}
trp_town_22_4_mayor|Guild Master{***}
trp_town_23_1_mayor|Guild Master{***}
trp_town_23_2_mayor|Guild Master{***}
trp_town_23_3_mayor|Guild Master{***}
trp_town_23_4_mayor|Guild Master{***}
trp_town_23_5_mayor|Guild Master{***}
trp_town_24_1_mayor|Guild Master{***}
trp_town_24_2_mayor|Guild Master{***}
trp_town_25_1_mayor|Guild Master{***}
trp_town_25_2_mayor|Guild Master{***}
trp_town_25_3_mayor|Guild Master{***}
trp_town_26_1_mayor|Guild Master{***}
trp_town_26_2_mayor|Guild Master{***}
trp_town_30_2_mayor|Guild Master{***}
trp_town_27_1_mayor|Guild Master{***}
trp_town_27_2_mayor|Guild Master{***}
trp_town_27_3_mayor|Guild Master{***}
trp_town_28_1_mayor|Guild Master{***}
trp_town_28_2_mayor|Guild Master{***}
trp_town_29_1_mayor|Guild Master{***}
trp_town_29_2_mayor|Guild Master{***}
trp_town_30_1_mayor|Guild Master{***}
trp_town_31_1_mayor|Guild Master{***}
trp_town_31_2_mayor|Guild Master{***}
trp_town_31_3_mayor|Guild Master{***}
trp_village_1_elder|村 长 
trp_village_2_elder|村 长 
trp_village_3_elder|村 长 
trp_village_4_elder|村 长 
trp_village_5_elder|村 长 
trp_village_6_elder|村 长 
trp_village_7_elder|村 长 
trp_village_8_elder|村 长 
trp_village_9_elder|村 长 
trp_village_10_elder|村 长 
trp_village_11_elder|村 长 
trp_village_12_elder|村 长 
trp_village_13_elder|村 长 
trp_village_14_elder|村 长 
trp_village_15_elder|村 长 
trp_village_16_elder|村 长 
trp_village_1_1_elder|Village Elder{***}
trp_village_18_elder|村 长 
trp_village_19_elder|村 长 
trp_village_20_elder|村 长 
trp_village_21_elder|村 长 
trp_village_22_elder|村 长 
trp_village_23_elder|村 长 
trp_village_24_elder|村 长 
trp_village_25_elder|村 长 
trp_village_26_elder|村 长 
trp_village_27_elder|村 长 
trp_village_28_elder|村 长 
trp_village_29_elder|村 长 
trp_village_30_elder|村 长 
trp_village_31_elder|村 长 
trp_village_32_elder|村 长 
trp_village_33_elder|村 长 
trp_village_2_1_elder|Village Elder{***}
trp_village_2_2_elder|Village Elder{***}
trp_village_2_3_elder|Village Elder{***}
trp_village_2_4_elder|Village Elder{***}
trp_village_2_5_elder|Village Elder{***}
trp_village_2_6_elder|Village Elder{***}
trp_village_2_7_elder|Village Elder{***}
trp_village_2_8_elder|Village Elder{***}
trp_village_2_9_elder|Village Elder{***}
trp_village_2_10_elder|Village Elder{***}
trp_village_2_11_elder|Village Elder{***}
trp_village_2_12_elder|Village Elder{***}
trp_village_2_13_elder|Village Elder{***}
trp_village_2_14_elder|Village Elder{***}
trp_village_2_15_elder|Village Elder{***}
trp_village_2_16_elder|Village Elder{***}
trp_village_2_x_elder|Village Elder{***}
trp_village_3_1_elder|Village Elder{***}
trp_village_53_elder|村 长 
trp_village_3_2_elder|Village Elder{***}
trp_village_55_elder|村 长 
trp_village_3_3_elder|Village Elder{***}
trp_village_3_4_elder|Village Elder{***}
trp_village_58_elder|村 长 
trp_village_59_elder|村 长 
trp_village_60_elder|村 长 
trp_village_61_elder|村 长 
trp_village_62_elder|村 长 
trp_village_63_elder|村 长 
trp_village_64_elder|村 长 
trp_village_65_elder|村 长 
trp_village_66_elder|村 长 
trp_village_67_elder|村 长 
trp_village_68_elder|村 长 
trp_village_69_elder|村 长 
trp_village_70_elder|村 长 
trp_village_71_elder|村 长 
trp_village_72_elder|村 长 
trp_village_73_elder|村 长 
trp_village_6_1_elder|Village Elder{***}
trp_village_6_2_elder|Village Elder{***}
trp_village_6_3_elder|Village Elder{***}
trp_village_6_4_elder|Village Elder{***}
trp_village_6_5_elder|Village Elder{***}
trp_village_6_6_elder|Village Elder{***}
trp_village_6_7_elder|Village Elder{***}
trp_village_6_8_elder|Village Elder{***}
trp_village_6_9_elder|Village Elder{***}
trp_village_6_10_elder|Village Elder{***}
trp_village_6_11_elder|Village Elder{***}
trp_village_6_12_elder|Village Elder{***}
trp_village_6_13_elder|Village Elder{***}
trp_village_6_14_elder|Village Elder{***}
trp_village_6_15_elder|Village Elder{***}
trp_village_6_16_elder|Village Elder{***}
trp_village_6_17_elder|Village Elder{***}
trp_village_6_18_elder|Village Elder{***}
trp_village_6_19_elder|Village Elder{***}
trp_village_6_20_elder|Village Elder{***}
trp_village_6_21_elder|Village Elder{***}
trp_village_6_22_elder|Village Elder{***}
trp_village_6_23_elder|Village Elder{***}
trp_village_6_24_elder|Village Elder{***}
trp_village_6_25_elder|Village Elder{***}
trp_village_6_26_elder|Village Elder{***}
trp_village_4_1_elder|Village Elder{***}
